applicant_id,gender,age,age_group,race,income,coapplicant_income,credit_score,loan_amount,loan_term,employment_years,home_ownership,education,self_employed,dependents,property_area,dti,loan_status
L00837,Female,27,Young,Caucasian,31700.0,17300.0,539,196400.0,360,3.1,Own,Undergraduate,No,2,Urban,0.288,0
L00838,Male,18,Young,Caucasian,27000.0,0.0,603,140300.0,360,0.7,Rent,Graduate,No,0,Semiurban,0.374,0
L00839,Female,44,Middle-aged,Caucasian,28700.0,8700.0,571,164600.0,360,16.4,Rent,Graduate,No,0,Urban,0.317,0
L00840,Female,44,Middle-aged,African American,23600.0,0.0,576,100400.0,120,19.6,Mortgage,Graduate,Yes,0,Urban,0.567,0
L00841,Male,20,Young,Caucasian,60400.0,0.0,552,230600.0,180,1.0,Rent,Undergraduate,No,0,Semiurban,0.387,0
L00842,Female,29,Young,Caucasian,66100.0,0.0,726,270100.0,360,3.0,Mortgage,Graduate,No,0,Rural,0.294,1
L00843,Male,74,Senior,Caucasian,27200.0,36200.0,618,227600.0,180,12.9,Mortgage,Graduate,No,1,Semiurban,0.364,1
L00844,Female,37,Middle-aged,African American,36700.0,0.0,610,180600.0,360,3.7,Rent,Graduate,No,2,Urban,0.354,1
L00845,Male,49,Middle-aged,Hispanic,27600.0,13800.0,606,171400.0,360,5.5,Rent,Graduate,No,3+,Semiurban,0.298,0
L00846,Male,33,Middle-aged,Asian,63000.0,12700.0,636,303100.0,360,4.3,Rent,Undergraduate,No,2,Semiurban,0.288,1
L00847,Male,18,Young,Caucasian,38200.0,0.0,543,155600.0,120,14.9,Mortgage,Graduate,No,3+,Rural,0.543,0
L00848,Female,38,Middle-aged,Caucasian,27400.0,0.0,589,101400.0,360,19.4,Mortgage,Graduate,No,0,Semiurban,0.266,1
L00849,Male,37,Middle-aged,Caucasian,67500.0,21600.0,656,237700.0,360,12.1,Rent,Graduate,No,0,Rural,0.192,1
L00850,Female,36,Middle-aged,Hispanic,29100.0,0.0,548,137400.0,360,8.6,Mortgage,Undergraduate,Yes,0,Urban,0.34,0
L00851,Male,39,Middle-aged,Caucasian,43200.0,0.0,681,156500.0,360,9.5,Rent,Undergraduate,No,0,Semiurban,0.261,1
L00852,Female,44,Middle-aged,Hispanic,20000.0,25600.0,676,125900.0,360,7.1,Mortgage,Graduate,No,1,Urban,0.199,1
L00853,Male,39,Middle-aged,African American,57300.0,16900.0,663,324800.0,360,6.9,Rent,Graduate,Yes,0,Semiurban,0.315,1
L00854,Female,25,Young,African American,44200.0,0.0,600,137800.0,360,6.1,Rent,Graduate,No,0,Rural,0.224,0
L00855,Male,46,Middle-aged,Caucasian,49100.0,16800.0,451,295400.0,120,10.8,Rent,Graduate,No,2,Semiurban,0.597,0
L00856,Male,18,Young,African American,21300.0,0.0,592,64000.0,120,0.5,Rent,Graduate,No,3+,Rural,0.4,0
L00857,Male,18,Young,Caucasian,79500.0,0.0,590,406500.0,360,1.3,Mortgage,Graduate,Yes,0,Semiurban,0.368,1
L00858,Male,49,Middle-aged,Caucasian,37600.0,18100.0,611,190100.0,180,21.1,Mortgage,Undergraduate,No,0,Semiurban,0.346,1
L00859,Female,47,Middle-aged,Caucasian,34800.0,44700.0,507,189400.0,360,6.4,Mortgage,Graduate,No,0,Semiurban,0.171,0
L00860,Male,40,Middle-aged,Hispanic,111200.0,0.0,701,502300.0,360,4.9,Mortgage,Graduate,No,0,Semiurban,0.325,1
L00861,Female,24,Young,Caucasian,31400.0,0.0,497,157500.0,360,3.6,Mortgage,Graduate,No,2,Semiurban,0.361,0
L00862,Male,32,Middle-aged,Caucasian,66000.0,22000.0,630,309800.0,360,3.8,Rent,Graduate,No,1,Urban,0.253,1
L00863,Male,37,Middle-aged,Caucasian,61400.0,0.0,681,279700.0,360,3.3,Mortgage,Graduate,No,0,Urban,0.328,1
L00864,Male,21,Young,African American,45800.0,0.0,562,238300.0,180,1.6,Rent,Graduate,No,0,Urban,0.527,0
L00865,Male,32,Middle-aged,African American,43900.0,0.0,679,155500.0,360,7.2,Rent,Undergraduate,Yes,0,Semiurban,0.255,1
L00866,Female,48,Middle-aged,African American,37000.0,13600.0,579,214500.0,120,5.8,Own,Undergraduate,No,3+,Semiurban,0.565,0
L00867,Male,58,Senior,Caucasian,54700.0,0.0,689,200400.0,360,11.2,Mortgage,Graduate,No,0,Semiurban,0.264,1
L00868,Male,35,Middle-aged,Caucasian,48000.0,0.0,535,190000.0,180,3.1,Mortgage,Graduate,No,3+,Urban,0.401,0
L00869,Female,50,Middle-aged,Caucasian,76300.0,0.0,720,277300.0,360,5.0,Mortgage,Undergraduate,No,0,Semiurban,0.261,1
L00870,Female,18,Young,Caucasian,24600.0,0.0,622,98500.0,120,9.9,Own,Undergraduate,No,0,Urban,0.533,0
L00871,Male,48,Middle-aged,Hispanic,66400.0,0.0,676,200000.0,360,11.6,Rent,Graduate,No,0,Semiurban,0.217,1
L00872,Male,31,Middle-aged,Caucasian,68100.0,0.0,600,250800.0,360,7.4,Own,Undergraduate,No,2,Semiurban,0.265,1
L00873,Female,44,Middle-aged,Caucasian,55100.0,0.0,548,220500.0,120,4.1,Mortgage,Graduate,No,0,Semiurban,0.533,0
L00874,Male,38,Middle-aged,Caucasian,76600.0,13600.0,617,370800.0,360,4.4,Mortgage,Graduate,Yes,2,Urban,0.296,1
L00875,Male,56,Senior,Asian,47200.0,0.0,711,209300.0,360,14.1,Mortgage,Graduate,No,0,Semiurban,0.319,1
L00876,Male,30,Middle-aged,Caucasian,23200.0,0.0,594,100100.0,360,2.6,Rent,Graduate,No,0,Semiurban,0.31,0
L00877,Female,48,Middle-aged,Caucasian,40500.0,19400.0,534,186100.0,360,12.9,Rent,Graduate,No,0,Rural,0.224,0
L00878,Female,37,Middle-aged,African American,21400.0,24800.0,528,177700.0,360,7.2,Rent,Graduate,No,1,Semiurban,0.277,0
L00879,Male,39,Middle-aged,Caucasian,36600.0,28100.0,685,200300.0,180,9.9,Own,Undergraduate,No,2,Semiurban,0.313,1
L00880,Male,38,Middle-aged,Asian,29800.0,0.0,633,103900.0,120,8.2,Mortgage,Undergraduate,No,0,Rural,0.464,0
L00881,Male,30,Middle-aged,Caucasian,40500.0,0.0,526,172000.0,360,4.5,Mortgage,Graduate,No,0,Urban,0.306,0
L00882,Female,40,Middle-aged,Asian,32800.0,23400.0,503,212100.0,360,5.0,Own,Graduate,No,1,Semiurban,0.272,1
L00883,Male,40,Middle-aged,Caucasian,20000.0,14500.0,561,84000.0,360,8.9,Mortgage,Graduate,No,0,Semiurban,0.175,1
L00884,Male,43,Middle-aged,Caucasian,64900.0,0.0,528,235100.0,360,12.0,Mortgage,Graduate,No,1,Rural,0.261,0
L00885,Female,42,Middle-aged,Hispanic,89400.0,0.0,648,434100.0,360,3.8,Mortgage,Graduate,No,0,Semiurban,0.349,0
L00886,Male,50,Middle-aged,Caucasian,62500.0,17800.0,795,298100.0,360,7.2,Own,Graduate,No,2,Semiurban,0.267,1
L00887,Female,52,Middle-aged,Caucasian,38400.0,0.0,535,150500.0,360,7.3,Rent,Undergraduate,No,2,Urban,0.282,0
L00888,Male,28,Young,Caucasian,48000.0,0.0,592,244500.0,180,5.6,Rent,Undergraduate,No,0,Semiurban,0.516,0
L00889,Male,51,Middle-aged,African American,33100.0,0.0,704,106000.0,360,5.6,Mortgage,Graduate,No,0,Urban,0.23,1
L00890,Male,26,Young,Caucasian,50800.0,31800.0,647,297100.0,180,14.7,Rent,Graduate,No,0,Semiurban,0.364,1
L00891,Female,48,Middle-aged,Hispanic,36200.0,12400.0,615,161400.0,360,8.5,Rent,Undergraduate,No,0,Urban,0.239,0
L00892,Female,48,Middle-aged,Hispanic,26300.0,17500.0,607,112600.0,360,17.4,Rent,Graduate,No,0,Urban,0.185,1
L00893,Female,18,Young,African American,62500.0,0.0,530,217600.0,360,8.5,Rent,Graduate,No,0,Urban,0.25,0
L00894,Male,42,Middle-aged,Caucasian,27000.0,0.0,591,119100.0,180,4.7,Mortgage,Graduate,No,2,Semiurban,0.447,0
L00895,Female,35,Middle-aged,Caucasian,55500.0,0.0,634,170000.0,360,3.3,Mortgage,Undergraduate,No,2,Semiurban,0.22,0
L00896,Male,31,Middle-aged,African American,37700.0,29700.0,665,232000.0,360,11.8,Mortgage,Graduate,Yes,0,Urban,0.248,1
L00897,Male,57,Senior,Caucasian,104900.0,34100.0,655,634300.0,360,9.7,Rent,Graduate,No,1,Urban,0.328,1
L00898,Female,33,Middle-aged,Caucasian,47800.0,20000.0,599,280000.0,360,2.3,Rent,Graduate,No,1,Rural,0.297,0
L00899,Male,31,Middle-aged,Caucasian,42400.0,0.0,546,160200.0,360,15.6,Mortgage,Graduate,No,0,Semiurban,0.272,0
L00900,Male,41,Middle-aged,Caucasian,44400.0,17900.0,633,178600.0,360,6.7,Mortgage,Graduate,No,0,Semiurban,0.206,1
L00901,Male,49,Middle-aged,Caucasian,49800.0,0.0,683,201500.0,360,6.4,Mortgage,Graduate,No,0,Urban,0.291,1
L00902,Male,39,Middle-aged,Caucasian,31000.0,0.0,644,120400.0,360,6.8,Rent,Graduate,No,1,Rural,0.279,1
L00903,Male,54,Middle-aged,Asian,36100.0,0.0,562,187200.0,180,14.1,Own,Graduate,No,0,Semiurban,0.525,0
L00904,Female,47,Middle-aged,Caucasian,20400.0,0.0,618,106600.0,360,4.9,Rent,Graduate,No,1,Rural,0.376,0
L00905,Male,18,Young,Caucasian,33900.0,11400.0,536,156900.0,360,2.2,Mortgage,Graduate,No,2,Semiurban,0.249,0
L00906,Female,34,Middle-aged,Caucasian,43300.0,0.0,669,144400.0,360,4.3,Own,Graduate,No,1,Rural,0.24,1
L00907,Female,34,Middle-aged,Caucasian,47000.0,28600.0,601,314300.0,360,11.6,Rent,Graduate,No,3+,Semiurban,0.299,0
L00908,Male,46,Middle-aged,Caucasian,22200.0,0.0,518,106200.0,360,11.7,Mortgage,Graduate,No,1,Semiurban,0.344,1
L00909,Male,18,Young,African American,37100.0,0.0,566,154000.0,180,2.6,Rent,Graduate,No,0,Semiurban,0.42,0
L00910,Male,71,Senior,Hispanic,55300.0,0.0,701,211400.0,360,13.4,Mortgage,Graduate,No,2,Rural,0.275,1
L00911,Female,47,Middle-aged,Caucasian,39000.0,0.0,639,156300.0,360,6.9,Rent,Graduate,No,0,Urban,0.288,1
L00912,Male,42,Middle-aged,Caucasian,38000.0,0.0,585,191100.0,360,7.8,Rent,Graduate,No,3+,Urban,0.362,1
L00913,Female,55,Middle-aged,Caucasian,35300.0,0.0,598,120600.0,120,29.2,Mortgage,Graduate,No,0,Semiurban,0.455,0
L00914,Male,69,Senior,Hispanic,35500.0,0.0,595,170900.0,360,11.5,Rent,Graduate,Yes,3+,Rural,0.346,0
L00915,Female,51,Middle-aged,Asian,32300.0,42600.0,601,167300.0,360,27.3,Own,Graduate,No,0,Urban,0.161,1
L00916,Male,52,Middle-aged,Hispanic,47300.0,79400.0,587,454600.0,360,12.0,Rent,Graduate,No,0,Urban,0.258,1
L00917,Male,42,Middle-aged,Caucasian,123400.0,26700.0,742,567900.0,360,4.2,Own,Undergraduate,No,0,Urban,0.272,1
L00918,Female,39,Middle-aged,Hispanic,27300.0,0.0,549,95800.0,360,11.1,Mortgage,Graduate,No,0,Semiurban,0.252,1
L00919,Female,35,Middle-aged,Caucasian,36700.0,0.0,612,110300.0,360,3.4,Rent,Graduate,Yes,1,Urban,0.216,1
L00920,Male,31,Middle-aged,Caucasian,48000.0,0.0,611,204400.0,360,5.7,Own,Undergraduate,No,0,Rural,0.306,1
L00921,Female,32,Middle-aged,Hispanic,27900.0,21500.0,650,139800.0,360,6.8,Mortgage,Graduate,No,1,Urban,0.204,1
L00922,Male,24,Young,Hispanic,68500.0,0.0,679,302800.0,120,12.0,Own,Undergraduate,No,1,Semiurban,0.589,0
L00923,Female,40,Middle-aged,Caucasian,20000.0,0.0,640,72700.0,360,4.5,Rent,Graduate,No,1,Urban,0.262,0
L00924,Female,20,Young,Caucasian,33700.0,0.0,601,107800.0,360,10.7,Mortgage,Graduate,No,2,Rural,0.23,1
L00925,Male,43,Middle-aged,Caucasian,68000.0,0.0,578,281300.0,180,17.4,Mortgage,Graduate,Yes,0,Semiurban,0.419,1
L00926,Male,40,Middle-aged,Caucasian,43600.0,13900.0,553,217800.0,360,3.8,Mortgage,Graduate,No,0,Semiurban,0.273,1
L00927,Male,42,Middle-aged,Caucasian,35300.0,0.0,563,141800.0,360,14.4,Mortgage,Graduate,No,0,Semiurban,0.289,1
L00928,Male,34,Middle-aged,Hispanic,52600.0,0.0,661,212000.0,120,3.9,Rent,Graduate,No,0,Rural,0.537,0
L00929,Female,75,Senior,African American,45800.0,8600.0,676,218000.0,180,9.0,Rent,Undergraduate,No,0,Semiurban,0.406,1
L00930,Male,57,Senior,Asian,53300.0,0.0,703,223000.0,120,21.8,Rent,Undergraduate,No,3+,Rural,0.557,1
L00931,Male,26,Young,Asian,35600.0,0.0,650,117400.0,120,3.7,Own,Undergraduate,No,0,Urban,0.439,1
L00932,Female,43,Middle-aged,Caucasian,50000.0,0.0,583,172200.0,360,8.6,Mortgage,Undergraduate,No,0,Semiurban,0.248,0
L00933,Female,33,Middle-aged,Asian,35500.0,24100.0,602,160500.0,360,6.3,Mortgage,Undergraduate,No,2,Urban,0.194,1
L00934,Male,28,Young,Caucasian,66000.0,71300.0,617,474400.0,360,2.7,Rent,Graduate,No,3+,Urban,0.249,0
L00935,Male,24,Young,Caucasian,88700.0,41600.0,610,464500.0,180,6.4,Mortgage,Graduate,No,3+,Semiurban,0.361,1
L00936,Male,46,Middle-aged,Caucasian,20000.0,38500.0,575,160800.0,360,4.4,Mortgage,Graduate,No,2,Rural,0.198,1
L00937,Male,32,Middle-aged,Caucasian,51200.0,0.0,683,245600.0,120,3.2,Rent,Graduate,No,0,Semiurban,0.639,0
L00938,Female,52,Middle-aged,Asian,20800.0,0.0,620,77600.0,360,19.6,Own,Undergraduate,No,0,Semiurban,0.268,0
L00939,Male,52,Middle-aged,Hispanic,117200.0,0.0,695,501400.0,180,20.4,Rent,Graduate,No,1,Rural,0.433,1
L00940,Female,57,Senior,Caucasian,34600.0,24900.0,588,151700.0,360,9.1,Rent,Graduate,No,0,Semiurban,0.183,1
L00941,Male,30,Middle-aged,Asian,66100.0,0.0,661,309000.0,120,2.7,Rent,Graduate,No,0,Urban,0.623,0
L00942,Female,46,Middle-aged,Caucasian,41100.0,26400.0,564,251900.0,360,6.9,Own,Graduate,No,3+,Semiurban,0.268,1
L00943,Female,48,Middle-aged,Asian,30200.0,6600.0,646,162000.0,120,15.0,Mortgage,Graduate,No,0,Urban,0.586,0
L00944,Female,35,Middle-aged,Caucasian,28800.0,32200.0,627,229400.0,180,2.9,Mortgage,Graduate,No,0,Semiurban,0.381,0
L00945,Male,31,Middle-aged,Caucasian,92400.0,0.0,618,434800.0,360,2.6,Mortgage,Undergraduate,Yes,1,Urban,0.339,1
L00946,Male,60,Senior,Caucasian,71900.0,0.0,689,352300.0,360,17.6,Mortgage,Undergraduate,No,0,Urban,0.353,1
L00947,Male,43,Middle-aged,African American,85300.0,0.0,666,322200.0,360,6.4,Mortgage,Graduate,No,0,Semiurban,0.272,1
L00948,Female,48,Middle-aged,Caucasian,42600.0,0.0,626,160700.0,360,4.9,Mortgage,Undergraduate,No,3+,Rural,0.271,1
L00949,Female,31,Middle-aged,Hispanic,41300.0,16500.0,603,256700.0,360,2.7,Mortgage,Undergraduate,No,2,Urban,0.32,1
L00950,Female,26,Young,Caucasian,37400.0,0.0,595,189200.0,360,11.9,Own,Graduate,No,0,Semiurban,0.364,0
L00951,Female,34,Middle-aged,Hispanic,32800.0,15500.0,608,173900.0,360,5.8,Rent,Undergraduate,Yes,0,Semiurban,0.259,0
L00952,Female,39,Middle-aged,African American,21000.0,18700.0,601,118500.0,360,4.0,Rent,Graduate,No,1,Rural,0.215,1
L00953,Male,28,Young,Caucasian,50700.0,0.0,539,250900.0,120,12.7,Rent,Undergraduate,No,1,Semiurban,0.659,0
L00954,Female,40,Middle-aged,Caucasian,30400.0,0.0,598,113300.0,360,12.6,Own,Graduate,No,2,Rural,0.268,1
L00955,Male,20,Young,African American,46800.0,0.0,606,156600.0,360,0.4,Mortgage,Undergraduate,No,1,Urban,0.241,1
L00956,Male,27,Young,African American,42000.0,0.0,602,186400.0,360,5.7,Mortgage,Graduate,No,1,Rural,0.319,1
L00957,Male,49,Middle-aged,African American,44000.0,0.0,688,136200.0,360,6.1,Rent,Undergraduate,No,2,Rural,0.223,1
L00958,Male,48,Middle-aged,Caucasian,95800.0,0.0,708,369100.0,360,8.3,Mortgage,Graduate,No,2,Rural,0.277,1
L00959,Male,36,Middle-aged,Caucasian,48300.0,0.0,563,232700.0,360,4.3,Rent,Graduate,No,0,Rural,0.347,1
L00960,Female,28,Young,Hispanic,49800.0,18400.0,594,218400.0,180,3.4,Mortgage,Undergraduate,No,2,Rural,0.324,0
L00961,Male,28,Young,Caucasian,111400.0,0.0,635,567600.0,180,6.1,Own,Graduate,No,0,Rural,0.516,1
L00962,Female,36,Middle-aged,Caucasian,70300.0,0.0,632,362100.0,120,6.6,Rent,Undergraduate,No,3+,Rural,0.686,0
L00963,Male,48,Middle-aged,Caucasian,77800.0,0.0,657,376200.0,360,7.0,Rent,Graduate,Yes,2,Semiurban,0.348,1
L00964,Male,52,Middle-aged,Asian,43400.0,15400.0,672,269500.0,180,5.7,Mortgage,Undergraduate,Yes,0,Rural,0.464,1
L00965,Male,35,Middle-aged,Asian,53700.0,22200.0,629,274900.0,360,20.0,Own,Graduate,No,2,Semiurban,0.261,1
L00966,Male,27,Young,Caucasian,28900.0,0.0,660,123700.0,360,2.3,Mortgage,Graduate,No,0,Semiurban,0.308,1
L00967,Female,44,Middle-aged,Caucasian,50900.0,16700.0,644,291900.0,120,8.9,Mortgage,Undergraduate,No,3+,Semiurban,0.575,0
L00968,Male,31,Middle-aged,Caucasian,54700.0,23200.0,563,275600.0,360,2.4,Rent,Graduate,No,0,Rural,0.255,1
L00969,Female,34,Middle-aged,Caucasian,42100.0,10500.0,579,186800.0,120,8.2,Rent,Undergraduate,No,0,Semiurban,0.473,0
L00970,Male,56,Senior,Caucasian,73900.0,0.0,702,323900.0,360,6.2,Own,Graduate,No,0,Urban,0.315,1
L00971,Female,50,Middle-aged,Hispanic,22700.0,19800.0,519,149000.0,360,6.1,Rent,Graduate,No,0,Semiurban,0.252,1
L00972,Female,42,Middle-aged,Caucasian,80100.0,0.0,569,375600.0,360,8.8,Own,Graduate,No,1,Urban,0.337,1
L00973,Female,25,Young,Caucasian,59800.0,12700.0,608,299800.0,360,2.7,Own,Graduate,No,0,Semiurban,0.298,1
L00974,Male,43,Middle-aged,Hispanic,42900.0,0.0,678,200700.0,360,7.6,Mortgage,Graduate,No,0,Rural,0.337,1
L00975,Male,53,Middle-aged,Caucasian,46200.0,16000.0,717,247300.0,360,5.9,Own,Undergraduate,No,0,Rural,0.286,1
L00976,Male,36,Middle-aged,Caucasian,59400.0,23700.0,611,294000.0,360,3.8,Rent,Graduate,No,2,Rural,0.255,1
L00977,Female,57,Senior,Caucasian,76600.0,0.0,733,253100.0,360,12.5,Mortgage,Graduate,No,0,Semiurban,0.238,1
L00978,Male,56,Senior,Caucasian,51100.0,9900.0,652,268800.0,120,5.9,Mortgage,Graduate,No,0,Urban,0.587,0
L00979,Male,60,Senior,Hispanic,46700.0,0.0,558,143300.0,360,6.9,Mortgage,Graduate,No,0,Semiurban,0.221,1
L00980,Female,44,Middle-aged,Caucasian,42000.0,0.0,622,219800.0,180,5.1,Rent,Graduate,No,1,Semiurban,0.53,0
L00981,Male,48,Middle-aged,Caucasian,100000.0,0.0,637,486400.0,360,4.6,Rent,Graduate,No,2,Semiurban,0.35,1
L00982,Female,57,Senior,African American,27500.0,14600.0,685,159100.0,360,6.4,Rent,Graduate,Yes,1,Semiurban,0.272,1
L00983,Male,46,Middle-aged,Hispanic,43600.0,0.0,625,225600.0,360,5.9,Mortgage,Undergraduate,No,0,Rural,0.372,0
L00984,Male,34,Middle-aged,Caucasian,88000.0,0.0,567,385300.0,360,2.9,Own,Graduate,Yes,1,Semiurban,0.315,0
L00985,Female,35,Middle-aged,Caucasian,44200.0,29300.0,520,187100.0,180,12.6,Mortgage,Graduate,No,0,Semiurban,0.258,0
L00986,Male,43,Middle-aged,Hispanic,69500.0,10900.0,641,320700.0,360,4.1,Mortgage,Graduate,No,0,Semiurban,0.287,1
L00987,Female,25,Young,Caucasian,28900.0,53600.0,438,208300.0,360,10.9,Mortgage,Graduate,Yes,0,Semiurban,0.182,0
L00988,Male,39,Middle-aged,African American,36100.0,0.0,579,138300.0,120,11.8,Own,Graduate,Yes,0,Urban,0.51,0
L00989,Male,54,Middle-aged,African American,71000.0,0.0,674,286400.0,360,5.9,Mortgage,Undergraduate,Yes,0,Rural,0.29,1
L00990,Female,18,Young,African American,24300.0,0.0,506,115300.0,360,0.1,Rent,Graduate,Yes,1,Semiurban,0.341,0
L00991,Female,59,Senior,Caucasian,39200.0,40200.0,702,250500.0,120,6.4,Mortgage,Graduate,No,3+,Semiurban,0.42,1
L00992,Female,54,Middle-aged,Caucasian,46200.0,0.0,712,187900.0,180,9.9,Rent,Graduate,No,0,Semiurban,0.412,1
L00993,Male,35,Middle-aged,African American,26400.0,0.0,535,97100.0,360,8.1,Mortgage,Graduate,No,0,Rural,0.265,1
L00994,Female,47,Middle-aged,Caucasian,35300.0,17200.0,603,187400.0,360,9.2,Mortgage,Graduate,Yes,0,Urban,0.257,1
L00995,Male,41,Middle-aged,Caucasian,51300.0,0.0,685,182600.0,180,7.3,Mortgage,Graduate,No,0,Rural,0.36,1
L00996,Male,55,Middle-aged,Caucasian,49900.0,0.0,645,179000.0,360,6.5,Rent,Graduate,No,3+,Rural,0.258,0
L00997,Female,52,Middle-aged,Caucasian,69500.0,0.0,572,326900.0,360,14.3,Own,Graduate,No,3+,Rural,0.338,1
L00998,Male,24,Young,Hispanic,81700.0,0.0,615,308100.0,360,2.9,Mortgage,Undergraduate,No,0,Semiurban,0.271,1
L00999,Female,48,Middle-aged,Caucasian,29600.0,0.0,567,92200.0,360,25.9,Mortgage,Graduate,Yes,0,Rural,0.224,1
L01000,Male,38,Middle-aged,Hispanic,46100.0,0.0,683,173900.0,120,5.4,Own,Graduate,No,1,Semiurban,0.503,0
L01001,Male,41,Middle-aged,Caucasian,64200.0,14900.0,672,320100.0,360,5.0,Mortgage,Graduate,No,0,Semiurban,0.291,1
L01002,Male,32,Middle-aged,Caucasian,89900.0,0.0,624,434300.0,180,13.3,Mortgage,Undergraduate,Yes,1,Rural,0.489,1
L01003,Female,61,Senior,Caucasian,55500.0,0.0,667,286600.0,360,10.6,Mortgage,Graduate,No,2,Semiurban,0.372,1
L01004,Female,53,Middle-aged,Asian,46800.0,24400.0,561,279900.0,360,11.6,Own,Graduate,No,2,Urban,0.283,1
L01005,Female,32,Middle-aged,Asian,54400.0,10700.0,569,238300.0,360,4.7,Mortgage,Undergraduate,No,1,Semiurban,0.263,0
L01006,Female,24,Young,Caucasian,54600.0,8100.0,695,216400.0,360,11.8,Mortgage,Graduate,No,0,Semiurban,0.248,1
L01007,Female,36,Middle-aged,Hispanic,25400.0,17500.0,600,114300.0,360,15.2,Mortgage,Undergraduate,No,0,Rural,0.192,0
L01008,Female,46,Middle-aged,Caucasian,45000.0,20600.0,683,247000.0,120,7.1,Mortgage,Graduate,No,3+,Rural,0.502,0
L01009,Male,43,Middle-aged,African American,70300.0,0.0,657,291600.0,360,5.1,Rent,Graduate,No,0,Rural,0.298,0
L01010,Male,56,Senior,Hispanic,40600.0,23100.0,718,239500.0,360,10.9,Own,Undergraduate,No,0,Urban,0.271,1
L01011,Male,50,Middle-aged,Hispanic,46500.0,0.0,515,164300.0,360,20.3,Mortgage,Graduate,No,0,Semiurban,0.254,0
L01012,Female,52,Middle-aged,Hispanic,33400.0,0.0,616,124500.0,360,10.0,Mortgage,Graduate,No,0,Semiurban,0.268,0
L01013,Female,44,Middle-aged,Caucasian,20000.0,0.0,703,73100.0,360,19.3,Mortgage,Undergraduate,No,0,Semiurban,0.263,1
L01014,Male,24,Young,Caucasian,49400.0,0.0,655,236900.0,360,3.0,Rent,Graduate,No,0,Urban,0.345,1
L01015,Female,38,Middle-aged,Caucasian,47000.0,0.0,697,159100.0,360,15.3,Rent,Graduate,Yes,2,Urban,0.244,1
L01016,Female,53,Middle-aged,Caucasian,33900.0,0.0,629,148100.0,360,5.8,Rent,Graduate,No,0,Urban,0.314,0
L01017,Male,40,Middle-aged,Asian,30900.0,0.0,575,96300.0,360,5.5,Mortgage,Graduate,No,1,Semiurban,0.224,0
L01018,Female,47,Middle-aged,Caucasian,29300.0,16200.0,555,160700.0,360,7.8,Rent,Graduate,No,3+,Semiurban,0.254,1
L01019,Female,37,Middle-aged,African American,43300.0,41600.0,547,205900.0,180,8.1,Mortgage,Graduate,No,3+,Semiurban,0.246,1
L01020,Male,28,Young,Caucasian,107900.0,0.0,699,366400.0,360,3.2,Own,Graduate,Yes,1,Semiurban,0.244,1
L01021,Female,39,Middle-aged,Caucasian,72400.0,10400.0,670,253700.0,180,16.1,Rent,Graduate,No,0,Semiurban,0.31,1
L01022,Male,44,Middle-aged,African American,22900.0,0.0,603,86600.0,360,15.6,Mortgage,Graduate,No,0,Rural,0.272,1
L01023,Female,33,Middle-aged,Caucasian,58600.0,12500.0,649,246300.0,360,10.3,Own,Graduate,No,1,Urban,0.249,1
L01024,Female,38,Middle-aged,Asian,32000.0,0.0,614,155500.0,360,3.6,Rent,Undergraduate,No,3+,Urban,0.35,0
L01025,Female,29,Young,Caucasian,33000.0,0.0,650,115800.0,360,2.1,Mortgage,Graduate,No,0,Semiurban,0.252,1
L01026,Male,54,Middle-aged,Asian,40700.0,0.0,693,130000.0,360,8.8,Mortgage,Graduate,No,2,Urban,0.23,1
L01027,Female,37,Middle-aged,Caucasian,55300.0,0.0,558,241000.0,180,10.1,Mortgage,Undergraduate,No,0,Semiurban,0.441,0
L01028,Female,58,Senior,Caucasian,61200.0,0.0,675,278300.0,360,6.7,Mortgage,Graduate,Yes,0,Urban,0.327,0
L01029,Male,59,Senior,African American,37700.0,0.0,541,138100.0,360,11.3,Rent,Graduate,No,1,Urban,0.264,0
L01030,Female,40,Middle-aged,Hispanic,35600.0,0.0,619,155100.0,120,7.1,Rent,Graduate,No,0,Urban,0.58,0
L01031,Male,28,Young,Caucasian,59000.0,0.0,648,280000.0,360,8.0,Mortgage,Graduate,No,1,Urban,0.341,1
L01032,Female,18,Young,Caucasian,52300.0,0.0,513,197800.0,360,2.9,Mortgage,Graduate,No,0,Semiurban,0.272,0
L01033,Male,23,Young,Caucasian,78500.0,28100.0,595,391000.0,360,6.7,Rent,Graduate,No,0,Semiurban,0.264,1
L01034,Male,24,Young,Caucasian,29300.0,0.0,583,97600.0,360,1.8,Mortgage,Undergraduate,No,0,Semiurban,0.24,0
L01035,Male,57,Senior,Asian,49400.0,0.0,662,150800.0,360,7.1,Own,Graduate,No,0,Semiurban,0.22,1
L01036,Female,42,Middle-aged,Asian,27200.0,12300.0,591,175800.0,360,15.3,Rent,Graduate,No,1,Semiurban,0.32,0
L01037,Male,45,Middle-aged,Caucasian,48000.0,12100.0,558,200100.0,360,6.0,Mortgage,Graduate,No,0,Semiurban,0.24,1
L01038,Female,18,Young,Caucasian,38100.0,0.0,577,138200.0,360,21.2,Rent,Graduate,No,3+,Rural,0.261,0
L01039,Male,26,Young,Asian,48100.0,23400.0,501,314400.0,360,1.4,Rent,Graduate,No,0,Urban,0.316,0
L01040,Male,51,Middle-aged,Caucasian,35600.0,0.0,614,165100.0,360,8.4,Mortgage,Graduate,No,1,Urban,0.334,0
