application_id,annual_income,monthly_debt,fico_score,requested_amount,property_value,employment_length,loan_purpose,home_type,marital_status,num_dependents,education_level,loan_term_years,down_payment_pct,existing_mortgages,loan_approved
HL01056,121445.75,2822.95,544,197438.83,228781.96,23,Purchase,Single Family,Single,1,Bachelor,30,0.137,2,0
HL01057,235976.78,3315.14,775,615988.73,695246.87,26,Purchase,Multi Family,Married,5,Bachelor,30,0.114,1,1
HL01058,135531.0,3395.33,594,613933.24,756075.42,6,Purchase,Single Family,Single,5,Bachelor,30,0.188,2,0
HL01059,156965.8,4658.7,636,674103.82,868690.49,29,Purchase,Single Family,Single,4,Master,30,0.224,1,1
HL01060,197564.0,4984.75,706,800000.0,840240.04,40,Purchase,Single Family,Single,1,Master,30,0.031,2,1
HL01061,265261.21,3600.79,652,308964.36,403874.98,13,Purchase,Multi Family,Single,3,High School,30,0.235,1,1
HL01062,295622.95,1436.11,647,382736.1,446599.88,14,Purchase,Single Family,Divorced,4,High School,30,0.143,0,1
HL01063,236275.19,4398.76,680,686830.34,841703.85,11,Purchase,Multi Family,Single,2,Bachelor,30,0.184,1,1
HL01064,139885.87,246.1,530,366076.57,468128.6,28,Refinance,Single Family,Single,2,High School,15,0.218,3,0
HL01065,140873.18,1155.4,606,272412.35,314201.09,22,Refinance,Condo,Married,1,PhD,30,0.133,3,0
HL01066,227835.13,4486.93,676,389956.74,496128.17,12,Purchase,Single Family,Single,2,High School,30,0.214,1,1
HL01067,90663.72,1280.96,581,354799.15,381094.68,8,Purchase,Single Family,Divorced,1,Bachelor,30,0.069,0,0
HL01068,55380.38,1103.26,500,163018.94,174351.81,23,Refinance,Single Family,Divorced,3,Bachelor,30,0.065,0,0
HL01069,122521.09,690.63,690,800000.0,1008906.27,38,Purchase,Single Family,Single,5,High School,30,0.175,1,1
HL01070,103990.72,4295.56,607,800000.0,1034750.31,29,Purchase,Single Family,Single,3,High School,30,0.221,1,0
HL01071,106484.73,2500.29,674,249397.58,322219.09,0,Purchase,Townhouse,Single,1,High School,15,0.226,3,0
HL01072,89242.13,3374.47,581,122435.3,147868.72,9,Home Improvement,Single Family,Married,3,Bachelor,30,0.172,3,0
HL01073,36575.63,1195.33,524,773878.46,906180.87,37,Purchase,Multi Family,Single,2,High School,15,0.146,2,0
HL01074,29915.33,3790.2,578,280733.82,312969.7,14,Refinance,Single Family,Married,3,Bachelor,30,0.103,0,0
HL01075,296623.66,3800.03,687,390281.66,517614.93,8,Purchase,Single Family,Married,2,Bachelor,30,0.246,0,1
HL01076,142637.61,1562.99,562,132436.94,147152.16,12,Refinance,Townhouse,Married,5,Bachelor,30,0.1,0,0
HL01077,130689.83,2053.41,688,265619.94,329553.28,22,Purchase,Condo,Single,5,High School,30,0.194,2,1
HL01078,211903.0,1048.45,624,800000.0,967015.06,32,Purchase,Single Family,Single,2,High School,15,0.147,2,1
HL01079,85019.82,4882.81,500,800000.0,979946.0,8,Purchase,Single Family,Married,0,Bachelor,30,0.164,3,0
HL01080,286239.33,3228.01,759,271937.89,307970.43,2,Home Improvement,Townhouse,Married,3,High School,15,0.117,3,1
HL01081,241244.88,4672.72,645,343300.53,452903.08,29,Purchase,Condo,Single,3,Bachelor,30,0.242,1,1
HL01082,49588.03,1516.93,544,190759.38,226018.22,8,Purchase,Condo,Married,1,High School,30,0.156,2,0
HL01083,139834.71,3909.45,531,121051.38,158444.21,24,Refinance,Condo,Married,1,Bachelor,30,0.236,2,0
HL01084,266757.53,3829.29,770,800000.0,1191193.18,23,Purchase,Single Family,Single,4,Bachelor,20,0.032,2,1
HL01085,284801.31,3458.28,627,685786.46,812543.2,31,Purchase,Townhouse,Divorced,2,Bachelor,30,0.156,0,1
HL01086,153535.42,4828.19,629,556105.16,684858.57,6,Purchase,Single Family,Married,5,PhD,30,0.188,3,0
HL01087,193688.13,1967.78,692,754565.76,936185.81,35,Purchase,Single Family,Married,5,High School,30,0.194,1,1
HL01088,70934.34,653.59,606,786486.92,1020086.8,24,Purchase,Single Family,Divorced,0,Master,15,0.229,2,1
HL01089,297571.37,3358.54,695,800000.0,982554.11,19,Refinance,Single Family,Married,2,High School,15,0.031,2,1
HL01090,88709.72,3646.55,509,90798.67,93606.88,16,Purchase,Single Family,Married,3,High School,30,0.03,2,0
HL01091,284251.24,2875.3,651,246947.6,285158.89,35,Refinance,Single Family,Married,4,High School,30,0.134,0,1
HL01092,203652.83,1034.09,661,782544.8,811768.46,25,Purchase,Single Family,Married,2,Bachelor,30,0.036,1,1
HL01093,192127.62,2522.28,606,376283.33,497729.27,18,Purchase,Single Family,Single,4,Bachelor,30,0.244,1,0
HL01094,165989.34,1560.95,643,800000.0,1180292.98,36,Purchase,Single Family,Single,2,Bachelor,30,0.079,2,1
HL01095,88434.2,2137.33,628,713220.62,823580.39,2,Refinance,Single Family,Single,3,Bachelor,20,0.134,1,0
HL01096,73545.21,3226.09,634,800000.0,1151117.52,27,Purchase,Single Family,Married,3,Master,15,0.043,0,0
HL01097,85633.71,3726.07,531,257891.33,301627.29,21,Refinance,Condo,Married,2,Bachelor,30,0.145,2,0
HL01098,76270.52,1161.12,697,800000.0,1046951.66,18,Refinance,Single Family,Married,5,High School,30,0.114,3,1
HL01099,239385.73,2026.63,708,419060.49,436521.34,15,Purchase,Single Family,Married,5,High School,20,0.04,3,1
HL01100,121284.45,1345.81,610,800000.0,1188260.41,5,Purchase,Multi Family,Single,0,High School,30,0.104,1,0
HL01101,40906.74,993.16,624,223121.39,252399.76,36,Purchase,Single Family,Single,3,High School,30,0.116,3,0
HL01102,291503.22,3916.94,814,493223.49,655882.3,30,Refinance,Single Family,Single,1,High School,30,0.248,3,1
HL01103,268041.12,4546.26,612,800000.0,966950.1,33,Purchase,Single Family,Single,0,High School,15,0.076,2,1
HL01104,280131.88,1851.16,678,477464.37,561722.79,30,Refinance,Condo,Married,2,PhD,30,0.15,0,1
HL01105,298599.65,3756.39,580,453000.71,601594.57,10,Purchase,Condo,Married,0,Bachelor,30,0.247,2,1
HL01106,72821.19,4484.98,596,800000.0,1184650.27,35,Refinance,Single Family,Single,1,Master,30,0.204,0,0
HL01107,133966.56,4230.62,635,415657.22,553471.67,5,Purchase,Condo,Married,3,Master,30,0.249,2,1
HL01108,233515.58,914.07,664,571217.9,754581.11,26,Purchase,Condo,Divorced,3,Bachelor,20,0.243,3,1
HL01109,216405.67,4781.46,625,117539.84,136357.12,6,Home Improvement,Single Family,Single,5,High School,15,0.138,2,1
HL01110,67321.37,1883.38,481,800000.0,1022486.34,31,Refinance,Single Family,Married,3,Bachelor,30,0.183,1,0
HL01111,249354.11,1696.2,693,760762.85,804189.06,7,Purchase,Condo,Single,5,High School,15,0.054,1,1
HL01112,86721.16,312.16,666,462273.25,529522.62,32,Refinance,Single Family,Married,1,High School,30,0.127,0,1
HL01113,86549.84,2430.87,563,73807.06,93190.73,14,Refinance,Single Family,Single,0,High School,30,0.208,0,0
HL01114,172667.97,545.07,658,636198.95,740627.42,26,Purchase,Single Family,Married,2,High School,15,0.141,0,1
HL01115,188058.48,1242.7,565,72730.65,89240.06,29,Purchase,Single Family,Married,2,Bachelor,30,0.185,1,0
HL01116,184523.71,1584.71,665,61541.38,76354.07,21,Purchase,Single Family,Divorced,0,Master,30,0.194,2,1
HL01117,50158.88,4044.13,555,702053.34,768110.88,28,Home Improvement,Single Family,Married,3,High School,30,0.086,3,0
HL01118,266301.74,4377.44,645,223499.54,287644.2,40,Purchase,Single Family,Single,5,High School,30,0.223,0,1
HL01119,98040.01,1512.33,561,252769.06,290873.49,29,Purchase,Townhouse,Married,2,High School,30,0.131,2,0
HL01120,60616.6,4293.49,560,748375.79,809930.51,1,Purchase,Single Family,Married,3,Bachelor,20,0.076,2,0
HL01121,269405.72,4286.15,703,105619.29,135409.34,14,Purchase,Single Family,Married,4,High School,30,0.22,1,1
HL01122,287804.16,3823.25,628,375416.35,427581.26,26,Purchase,Multi Family,Divorced,4,PhD,30,0.122,1,1
HL01123,262085.09,733.48,661,195704.27,243110.89,6,Purchase,Townhouse,Married,2,High School,15,0.195,3,1
HL01124,247616.92,3451.61,671,617815.96,727698.42,26,Purchase,Single Family,Married,0,PhD,15,0.151,2,1
HL01125,205191.54,4725.12,597,726064.42,819485.8,20,Home Improvement,Single Family,Single,0,High School,30,0.114,0,0
HL01126,176485.78,3412.7,728,701932.05,886277.84,12,Home Improvement,Single Family,Single,0,Bachelor,30,0.208,1,1
HL01127,48921.36,1658.08,531,304555.64,362135.12,16,Purchase,Townhouse,Divorced,3,High School,15,0.159,2,0
HL01128,137324.63,2502.9,585,155058.88,175405.97,10,Purchase,Single Family,Divorced,4,Bachelor,15,0.116,1,1
HL01129,127489.34,3228.63,564,154689.08,163519.11,9,Refinance,Single Family,Single,3,High School,15,0.054,2,0
HL01130,96432.29,2552.85,688,428567.04,554420.49,32,Purchase,Condo,Married,1,Master,30,0.227,1,1
HL01131,223940.53,599.76,689,800000.0,1139074.96,13,Refinance,Single Family,Married,1,High School,30,0.038,0,1
HL01132,161365.83,1560.32,583,249557.22,319945.16,36,Refinance,Condo,Married,2,Bachelor,30,0.22,3,1
HL01133,47287.71,4011.98,628,324176.36,363834.3,7,Refinance,Single Family,Married,1,High School,30,0.109,0,0
HL01134,85550.38,4307.09,602,156266.42,188499.9,32,Purchase,Single Family,Single,0,High School,30,0.171,1,0
HL01135,212896.16,686.5,669,580056.45,756266.56,6,Home Improvement,Single Family,Divorced,2,High School,30,0.233,1,1
HL01136,45935.99,4761.93,555,786945.99,839856.98,33,Refinance,Single Family,Single,4,PhD,30,0.063,1,0
HL01137,259081.9,1644.11,642,674561.48,798297.61,6,Refinance,Condo,Married,5,High School,15,0.155,0,1
HL01138,161165.29,3311.57,647,800000.0,1043771.52,6,Purchase,Condo,Married,4,High School,30,0.198,1,0
HL01139,157161.31,3759.13,601,499649.94,622229.06,40,Refinance,Condo,Married,1,High School,15,0.197,0,1
HL01140,187912.14,4059.73,734,193229.6,226264.17,35,Purchase,Single Family,Married,1,Bachelor,30,0.146,1,1
HL01141,251787.27,4728.75,612,333683.78,400580.77,6,Purchase,Single Family,Married,4,High School,30,0.167,3,1
HL01142,120647.53,1564.6,687,658647.68,820233.72,19,Purchase,Single Family,Married,1,Master,30,0.197,3,1
HL01143,211454.44,4292.53,650,600338.34,764762.22,17,Home Improvement,Single Family,Married,1,Bachelor,30,0.215,1,1
HL01144,180576.29,658.43,655,539247.57,672378.52,40,Refinance,Single Family,Single,3,Bachelor,15,0.198,2,1
HL01145,98432.77,3525.2,640,752254.79,843334.97,13,Refinance,Condo,Divorced,5,High School,20,0.108,0,0
HL01146,266623.25,3709.89,651,594840.6,792064.71,39,Purchase,Single Family,Single,5,Bachelor,30,0.249,1,1
HL01147,244292.16,3388.62,715,800000.0,1066490.5,13,Purchase,Single Family,Married,4,High School,30,0.126,0,1
HL01148,206074.25,1261.57,517,708569.03,734268.42,20,Refinance,Townhouse,Single,4,High School,30,0.035,2,0
HL01149,258909.98,4365.22,643,800000.0,950926.53,26,Purchase,Single Family,Married,1,High School,30,0.11,3,1
HL01150,263505.91,844.29,635,334217.41,354795.55,25,Refinance,Single Family,Single,0,Bachelor,30,0.058,0,1
HL01151,219799.82,268.17,597,790191.95,837955.41,26,Purchase,Single Family,Divorced,3,High School,30,0.057,0,1
HL01152,255178.67,3587.32,666,800000.0,1089968.38,23,Refinance,Multi Family,Single,0,High School,30,0.092,0,1
HL01153,216804.65,2377.38,677,487573.02,508948.87,4,Refinance,Single Family,Single,1,Bachelor,20,0.042,0,1
HL01154,212038.71,4245.49,691,779272.12,951492.21,37,Purchase,Single Family,Married,4,High School,30,0.181,0,1
HL01155,195118.13,1916.99,659,800000.0,890387.96,27,Purchase,Townhouse,Single,0,Bachelor,15,0.046,3,1
HL01156,231997.08,841.39,632,131319.45,141966.97,31,Purchase,Townhouse,Married,5,Bachelor,30,0.075,0,1
HL01157,68616.4,4182.21,602,692737.01,729196.85,23,Home Improvement,Townhouse,Divorced,2,High School,30,0.05,0,0
HL01158,267239.46,2744.55,689,211718.65,221463.02,5,Refinance,Single Family,Married,0,High School,30,0.044,3,1
HL01159,264756.97,945.98,729,800000.0,1163234.07,9,Refinance,Condo,Single,4,High School,30,0.089,1,1
HL01160,33043.0,3601.92,605,800000.0,987833.44,2,Purchase,Single Family,Single,5,Bachelor,30,0.156,1,0
HL01161,252099.61,2555.57,677,150416.97,198439.28,6,Refinance,Single Family,Single,1,PhD,15,0.242,0,1
HL01162,60439.21,3021.56,535,164701.47,211971.0,28,Refinance,Single Family,Single,0,High School,30,0.223,3,0
HL01163,117157.68,2304.49,575,577919.46,743783.09,33,Purchase,Condo,Single,1,Bachelor,30,0.223,0,1
HL01164,229464.77,4143.54,637,431053.3,463000.32,6,Home Improvement,Single Family,Divorced,3,Bachelor,30,0.069,1,0
HL01165,69208.97,4147.81,568,104213.41,114269.09,16,Purchase,Single Family,Married,2,Bachelor,30,0.088,3,0
HL01166,249940.93,3546.94,688,652182.41,684346.7,12,Purchase,Single Family,Single,4,Bachelor,30,0.047,2,1
HL01167,253836.9,527.01,712,408549.27,511325.74,20,Purchase,Single Family,Single,4,High School,15,0.201,3,1
HL01168,164553.63,4194.27,629,180219.05,188711.05,30,Purchase,Single Family,Married,1,High School,30,0.045,1,1
HL01169,26756.11,3355.06,564,800000.0,977160.44,8,Refinance,Single Family,Single,2,Master,15,0.152,3,0
HL01170,103935.49,3485.12,609,800000.0,1104461.36,12,Purchase,Condo,Divorced,5,Bachelor,20,0.085,2,0
HL01171,194654.9,1814.91,621,800000.0,926168.18,16,Refinance,Single Family,Single,4,High School,15,0.084,3,1
HL01172,294826.2,4396.4,651,752169.28,1000225.1,7,Purchase,Condo,Divorced,0,High School,30,0.248,0,1
HL01173,198748.72,3626.86,561,256115.72,318551.89,8,Purchase,Single Family,Married,4,High School,20,0.196,0,0
HL01174,96445.98,562.95,563,292014.38,371519.57,8,Refinance,Single Family,Divorced,0,Master,20,0.214,1,0
HL01175,199351.57,2038.89,673,261296.9,309593.48,39,Refinance,Single Family,Single,4,Bachelor,15,0.156,3,1
HL01176,173495.98,4431.9,601,727971.77,935696.36,29,Purchase,Condo,Single,0,Bachelor,30,0.222,1,0
HL01177,239457.48,235.98,657,800000.0,1141406.71,6,Home Improvement,Single Family,Married,3,High School,30,0.172,3,1
HL01178,54419.68,4807.08,600,671658.7,881441.86,16,Refinance,Single Family,Divorced,1,High School,30,0.238,1,0
HL01179,234282.67,3395.81,693,800000.0,1066650.11,38,Purchase,Single Family,Married,5,High School,30,0.092,3,1
HL01180,173848.31,3156.88,582,665777.11,793536.48,37,Purchase,Multi Family,Married,5,Bachelor,20,0.161,0,1
HL01181,289822.8,1352.8,744,418094.03,511117.39,4,Purchase,Single Family,Single,3,High School,30,0.182,1,1
HL01182,119014.85,1243.96,665,489719.93,553981.82,16,Refinance,Single Family,Single,5,High School,20,0.116,1,1
HL01183,198971.02,4710.29,592,123955.61,159736.61,39,Purchase,Townhouse,Single,0,High School,30,0.224,2,1
HL01184,281307.73,1491.36,649,83233.56,110389.34,0,Purchase,Townhouse,Married,5,Bachelor,30,0.246,3,1
HL01185,53190.18,3877.53,636,738230.05,857410.05,15,Purchase,Single Family,Single,1,High School,30,0.139,0,0
HL01186,282737.83,1965.61,684,502317.53,568232.5,16,Purchase,Single Family,Single,2,Bachelor,30,0.116,0,1
HL01187,214168.57,696.27,546,602945.53,696241.95,29,Refinance,Single Family,Married,0,Master,30,0.134,0,0
HL01188,43655.19,53.58,501,549252.48,702368.9,30,Refinance,Condo,Divorced,5,High School,15,0.218,1,1
HL01189,107764.98,2721.29,591,320475.57,387047.79,34,Purchase,Single Family,Married,4,High School,30,0.172,0,1
HL01190,219747.32,4878.89,601,585963.91,610379.07,7,Purchase,Condo,Married,4,Master,30,0.04,1,0
HL01191,43521.42,1845.68,551,514519.07,604605.25,29,Purchase,Townhouse,Divorced,2,Bachelor,30,0.149,2,0
HL01192,185096.88,1785.96,644,494573.28,511980.62,38,Refinance,Multi Family,Single,3,Bachelor,30,0.034,0,1
HL01193,120117.84,1720.46,683,797609.59,998259.81,20,Refinance,Townhouse,Single,0,High School,30,0.201,2,1
HL01194,195751.77,2602.72,633,523138.43,582559.5,14,Purchase,Single Family,Married,4,PhD,30,0.102,3,1
HL01195,37579.06,2203.32,622,653050.68,754100.09,33,Purchase,Single Family,Married,1,High School,30,0.134,3,0
HL01196,264672.62,4399.57,753,800000.0,1082460.14,26,Purchase,Single Family,Married,2,PhD,30,0.206,2,1
HL01197,292709.47,2527.6,768,800000.0,1049512.83,1,Home Improvement,Single Family,Single,3,Master,30,0.04,3,1
HL01198,291441.41,2538.79,709,800000.0,1076724.98,9,Purchase,Single Family,Married,3,Bachelor,30,0.065,0,1
HL01199,231154.25,691.86,567,334062.46,378755.62,4,Purchase,Single Family,Married,1,Bachelor,30,0.118,0,0
HL01200,60773.72,4913.7,603,105092.52,114355.3,26,Purchase,Townhouse,Single,5,Bachelor,30,0.081,1,0
HL01201,233522.38,1249.86,719,330355.33,368700.15,3,Purchase,Townhouse,Married,1,High School,15,0.104,2,1
HL01202,31761.4,366.82,561,291409.32,388545.76,12,Refinance,Single Family,Single,5,Bachelor,15,0.25,2,0
HL01203,31083.98,3315.73,652,800000.0,1098030.37,16,Purchase,Single Family,Divorced,2,Master,30,0.212,1,0
HL01204,113992.81,2976.83,649,624988.9,805398.07,20,Purchase,Single Family,Divorced,1,High School,30,0.224,0,0
HL01205,159376.88,2075.73,658,127524.55,166916.95,22,Refinance,Townhouse,Married,4,Master,30,0.236,2,1
HL01206,236862.04,2110.96,722,203434.32,227300.92,32,Purchase,Single Family,Divorced,3,Bachelor,30,0.105,1,1
HL01207,212906.23,3925.32,673,226372.75,250135.64,14,Purchase,Multi Family,Single,5,Bachelor,30,0.095,2,1
HL01208,147623.24,978.56,499,720702.29,784224.47,13,Purchase,Condo,Married,1,High School,20,0.081,2,0
HL01209,100247.33,4101.27,575,710142.19,902340.78,8,Refinance,Multi Family,Married,0,High School,30,0.213,1,0
HL01210,299209.24,3243.74,759,800000.0,1042099.4,36,Purchase,Condo,Married,1,Master,30,0.18,2,1
HL01211,142199.86,2094.85,580,800000.0,1133216.12,29,Home Improvement,Townhouse,Single,5,High School,30,0.082,3,1
HL01212,149131.43,2290.14,613,267800.94,301917.63,28,Purchase,Condo,Married,3,Bachelor,30,0.113,1,1
HL01213,69996.55,1283.24,532,363781.39,423494.05,22,Purchase,Single Family,Single,4,Bachelor,15,0.141,1,0
HL01214,243572.63,3760.57,760,294940.21,345363.24,33,Refinance,Single Family,Single,1,High School,30,0.146,3,1
HL01215,215762.61,2564.37,741,370441.63,478606.76,6,Refinance,Townhouse,Married,4,Bachelor,30,0.226,2,1
HL01216,85711.64,1604.27,548,800000.0,1103998.25,8,Purchase,Single Family,Married,0,High School,30,0.114,3,0
HL01217,47654.79,2980.25,581,555941.26,722001.64,3,Home Improvement,Single Family,Married,5,Bachelor,15,0.23,2,0
HL01218,212137.31,4978.67,622,790471.71,905465.88,1,Purchase,Condo,Married,3,High School,30,0.127,0,1
HL01219,204990.58,2176.31,683,504865.62,626384.14,26,Refinance,Condo,Single,2,Bachelor,30,0.194,3,1
HL01220,100146.37,4603.46,625,82210.84,107465.15,32,Purchase,Single Family,Married,3,Master,30,0.235,3,0
HL01221,286487.48,1725.08,733,113359.34,147219.92,31,Purchase,Single Family,Single,5,High School,20,0.23,3,1
HL01222,66540.92,273.66,599,650916.38,680163.41,36,Purchase,Single Family,Married,2,Bachelor,15,0.043,0,1
HL01223,143892.07,1021.21,768,800000.0,883637.66,26,Purchase,Single Family,Married,2,Bachelor,20,0.075,2,1
HL01224,284494.38,2093.48,640,274418.52,317246.84,27,Purchase,Townhouse,Divorced,3,High School,30,0.135,0,1
HL01225,140425.01,1098.17,534,776254.74,887148.27,2,Purchase,Single Family,Married,5,Bachelor,15,0.125,3,0
HL01226,200594.64,1.14,630,800000.0,986999.0,35,Home Improvement,Multi Family,Married,2,Master,30,0.171,0,1
HL01227,134338.46,4575.01,538,410249.11,538384.66,7,Purchase,Single Family,Married,5,PhD,20,0.238,3,0
HL01228,100409.18,4219.4,525,800000.0,914721.64,40,Purchase,Single Family,Single,4,High School,30,0.055,1,0
HL01229,295593.85,3711.46,647,461223.84,529533.69,36,Refinance,Condo,Single,0,Bachelor,30,0.129,2,1
HL01230,137566.85,839.07,572,777798.06,838144.46,37,Purchase,Single Family,Married,1,Bachelor,30,0.072,3,1
HL01231,270877.28,601.82,637,722365.93,934496.68,21,Purchase,Single Family,Single,5,PhD,30,0.227,0,1
HL01232,88237.52,338.02,620,800000.0,1190917.45,13,Purchase,Multi Family,Married,5,High School,30,0.242,0,0
HL01233,83603.79,3620.15,566,400989.12,463571.24,14,Purchase,Townhouse,Single,2,Master,30,0.135,0,0
HL01234,33561.87,4644.04,557,508937.57,537420.88,3,Home Improvement,Single Family,Single,5,Master,20,0.053,2,0
HL01235,204208.38,2152.68,696,208274.09,261322.57,17,Purchase,Single Family,Married,5,Master,30,0.203,1,1
HL01236,126344.74,595.7,574,248843.65,304582.19,0,Purchase,Single Family,Divorced,2,Bachelor,30,0.183,2,0
HL01237,262698.52,2561.96,668,762721.89,855069.38,11,Purchase,Multi Family,Married,3,High School,20,0.108,1,1
HL01238,155132.72,1744.16,645,800000.0,1106676.29,40,Purchase,Condo,Single,5,Bachelor,30,0.225,0,1
HL01239,291253.19,1874.12,598,391792.58,518930.57,16,Purchase,Single Family,Single,4,High School,30,0.245,2,1
HL01240,76019.52,3106.65,468,234894.28,277325.0,18,Refinance,Single Family,Divorced,1,Bachelor,30,0.153,1,0
HL01241,263871.37,3593.59,699,334793.45,395736.94,35,Refinance,Condo,Married,5,Bachelor,30,0.154,0,1
